count,job_name,start_time,text,avg_confidence,time_taken_for_job,time_taken_for_process,sentiment_score
0.0,robin_nyc_short,1641187977.918938,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,20.626,26.051596879959106,1.0
1.0,robin_nyc_short,1641188005.2666101,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,18.231,18.312357187271118,1.0
2.0,robin_nyc_short,1641188025.0140865,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,19.783,26.290623426437378,1.0
3.0,robin_nyc_short,1641188052.577352,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,19.498,26.269871711730957,1.0
4.0,robin_nyc_short,1641188080.019761,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,19.778,26.287115573883057,1.0
5.0,robin_nyc_short,1641188108.798898,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,17.624,18.429353713989258,1.0
6.0,robin_nyc_short,1641188128.664217,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,19.782,25.90712332725525,1.0
7.0,robin_nyc_short,1641188155.6900845,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,17.695,18.413915395736694,1.0
8.0,robin_nyc_short,1641188175.354391,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,17.874,19.02007746696472,1.0
9.0,robin_nyc_short,1641188195.9466677,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,18.083,18.59941601753235,1.0
10.0,robin_nyc_short,1641188215.801731,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,19.137,25.844138145446777,1.0
11.0,robin_nyc_short,1641188243.967203,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,19.629,26.015111446380615,1.0
12.0,robin_nyc_short,1641188270.9884324,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,19.932,26.80070972442627,1.0
13.0,robin_nyc_short,1641188298.9619448,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,17.927,18.965487480163574,1.0
14.0,robin_nyc_short,1641188319.991901,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,22.374,26.782346725463867,1.0
15.0,robin_nyc_short,1641188347.877756,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,19.189,26.543471574783325,1.0
16.0,robin_nyc_short,1641188375.7559962,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,17.018,18.314183712005615,1.0
17.0,robin_nyc_short,1641188395.3217363,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,19.435,25.89205288887024,1.0
18.0,robin_nyc_short,1641188422.4545317,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,17.781,18.342116117477417,1.0
19.0,robin_nyc_short,1641188442.015371,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,19.71,26.244730472564697,1.0
20.0,robin_nyc_short,1641188469.7649286,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,17.742,18.356670141220093,1.0
21.0,robin_nyc_short,1641188489.6261055,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,17.781,18.216502904891968,1.0
22.0,robin_nyc_short,1641188509.3994002,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,18.171,18.569344758987427,1.0
23.0,robin_nyc_short,1641188529.1652815,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,18.266,18.2911593914032,1.0
24.0,robin_nyc_short,1641188549.646581,Hello and happy holidays This is Robin checking in from Georgia I just got back from a really fun visit to new york city.,0.9499199999999999,19.88,25.894250631332397,1.0
